size threads sequential_time parallel_time builtin_time
550000 16 0.073993 0.073223 0.207063
500000 4 0.067608 0.056555 0.187762
150000 2 0.020005 0.017308 0.053366
800000 4 0.110405 0.087882 0.309975
550000 4 0.073612 0.062087 0.206956
200000 32 0.025392 0.051110 0.069602
650000 32 0.088951 0.093597 0.248812
500000 8 0.067400 0.056700 0.191156
100000 8 0.012905 0.017523 0.036148
700000 4 0.095535 0.079780 0.268484
800000 2 0.110951 0.096177 0.311731
500000 2 0.066778 0.057846 0.187922
900000 32 0.125373 0.118995 0.352950
400000 32 0.053455 0.071349 0.147814
950000 16 0.132440 0.115611 0.375853
350000 32 0.045544 0.066622 0.131289
1000000 4 0.138635 0.122529 0.395441
150000 16 0.018628 0.031354 0.053637
450000 32 0.060842 0.077247 0.168397
400000 2 0.055009 0.046471 0.147191
850000 2 0.117562 0.099781 0.336775
300000 8 0.040821 0.036063 0.111903
550000 32 0.074196 0.085493 0.211816
950000 32 0.132521 0.130110 0.379807
250000 4 0.032176 0.029987 0.090710
450000 8 0.060054 0.056820 0.167011
700000 16 0.096183 0.085090 0.269390
700000 32 0.096317 0.099756 0.270434
500000 32 0.068122 0.079509 0.189038
350000 16 0.045731 0.051656 0.127317
50000 16 0.005647 0.023246 0.016863
250000 32 0.032374 0.057067 0.090283
250000 16 0.032247 0.041007 0.090161
650000 4 0.088610 0.077034 0.250089
700000 2 0.096086 0.083325 0.269076
700000 8 0.096679 0.081323 0.275548
900000 8 0.125076 0.106133 0.354954
1000000 2 0.139171 0.120505 0.397561
1000000 16 0.141361 0.119096 0.396525
800000 8 0.110813 0.092857 0.312840
750000 2 0.104307 0.089213 0.288947
750000 16 0.103946 0.092418 0.291257
600000 16 0.081970 0.075711 0.228644
200000 8 0.026053 0.027423 0.071522
50000 4 0.007193 0.007869 0.015820
200000 2 0.025244 0.026632 0.069895
600000 8 0.081179 0.070528 0.228849
50000 32 0.006211 0.051579 0.017081
750000 4 0.103510 0.089798 0.290539
750000 8 0.102260 0.085414 0.289465
200000 16 0.024873 0.037229 0.071657
650000 8 0.088570 0.074403 0.248407
100000 32 0.012764 0.053315 0.035560
400000 8 0.053963 0.048917 0.149558
250000 2 0.032246 0.031765 0.091832
600000 2 0.081978 0.074188 0.228042
650000 16 0.088069 0.079406 0.247844
900000 4 0.124682 0.097645 0.362287
600000 4 0.081255 0.072157 0.233683
650000 2 0.088228 0.080168 0.247956
50000 4 0.007215 0.007413 0.016090
950000 32 0.132692 0.128460 0.376460
500000 32 0.066818 0.078093 0.188534
400000 16 0.052917 0.058808 0.147123
850000 2 0.119156 0.095359 0.340125
600000 32 0.081435 0.089403 0.228871
850000 32 0.119411 0.117371 0.339965
300000 32 0.041129 0.061497 0.108703
350000 16 0.046001 0.050207 0.128479
350000 2 0.045719 0.043887 0.127012
650000 32 0.089810 0.093859 0.250135
850000 4 0.118723 0.093165 0.332483
450000 16 0.060128 0.061848 0.168665
950000 16 0.133439 0.115152 0.374058
600000 16 0.081106 0.076084 0.228213
250000 8 0.031550 0.031432 0.088700
950000 4 0.132937 0.114626 0.373737
900000 16 0.124982 0.107024 0.352865
700000 32 0.095573 0.097412 0.270091
550000 8 0.073781 0.068239 0.207878
400000 4 0.052419 0.047157 0.147454
600000 8 0.081016 0.069436 0.227931
750000 16 0.104034 0.088752 0.296787
700000 4 0.096754 0.079674 0.270779
950000 2 0.132585 0.112334 0.373924
800000 16 0.110462 0.099646 0.310825
300000 16 0.040021 0.045600 0.107980
100000 2 0.012939 0.011809 0.034646
250000 4 0.031986 0.027646 0.088206
800000 4 0.110934 0.091657 0.311913
900000 8 0.124804 0.101283 0.353816
100000 16 0.012888 0.030767 0.034347
1000000 32 0.138780 0.130946 0.395656
700000 16 0.095999 0.086529 0.269454
850000 8 0.117775 0.091127 0.333360
700000 8 0.098065 0.080329 0.275713
400000 32 0.054022 0.074646 0.147293
200000 16 0.026091 0.038700 0.071910
600000 2 0.081226 0.072326 0.229948
650000 4 0.088652 0.076388 0.248067
50000 32 0.005878 0.046021 0.017076
200000 32 0.025133 0.056772 0.072007
150000 2 0.018531 0.018115 0.051218
250000 16 0.032078 0.041320 0.092633
350000 4 0.045588 0.040164 0.127289
50000 8 0.005690 0.012563 0.016625
750000 4 0.102755 0.089542 0.289791
450000 4 0.059867 0.050295 0.167285
400000 2 0.052734 0.046592 0.147339
100000 32 0.012727 0.047207 0.033655
800000 2 0.110806 0.096519 0.312534
400000 8 0.054232 0.047740 0.147160
750000 8 0.105013 0.084885 0.289536
550000 2 0.074255 0.063501 0.208810
200000 4 0.025474 0.023453 0.072175
1000000 2 0.139085 0.121953 0.397971
1000000 8 0.141027 0.118354 0.397395
350000 32 0.046618 0.075265 0.131944
650000 16 0.089534 0.079885 0.249125
200000 2 0.025749 0.023420 0.069049
150000 4 0.019607 0.018052 0.053820
450000 32 0.061947 0.076392 0.166988
550000 4 0.074330 0.064420 0.209597
600000 4 0.082054 0.070996 0.240306
100000 4 0.011920 0.012718 0.034292
500000 4 0.067225 0.061116 0.191933
850000 16 0.117199 0.099970 0.334926
150000 32 0.019581 0.052369 0.052645
