size threads sequential_time parallel_time builtin_time
50000 32 0.005943 0.036987 0.016617
350000 16 0.045766 0.049444 0.129871
950000 16 0.133238 0.115705 0.375802
250000 16 0.032318 0.035930 0.090604
250000 8 0.032311 0.033052 0.091596
450000 4 0.061585 0.053422 0.167321
500000 16 0.067918 0.067298 0.193207
300000 4 0.039027 0.035955 0.110999
350000 2 0.045697 0.039893 0.128703
400000 16 0.053143 0.053105 0.149275
800000 2 0.111055 0.101227 0.313085
800000 32 0.111546 0.110218 0.321304
1000000 16 0.139919 0.118819 0.398647
50000 16 0.006309 0.023148 0.015856
50000 8 0.006115 0.013235 0.016098
100000 32 0.013166 0.048044 0.034193
650000 2 0.089684 0.075593 0.253416
400000 2 0.053383 0.051426 0.148136
1000000 2 0.141598 0.123428 0.406911
500000 8 0.066895 0.060000 0.190006
600000 32 0.081482 0.087631 0.230265
650000 16 0.089295 0.078611 0.249373
150000 8 0.020462 0.024735 0.051268
300000 32 0.041073 0.055895 0.114313
450000 16 0.062239 0.064509 0.168144
750000 4 0.103854 0.085225 0.290825
250000 32 0.032486 0.046266 0.090592
150000 2 0.018748 0.021166 0.051386
200000 32 0.025674 0.049113 0.072106
350000 4 0.047523 0.040008 0.129181
550000 8 0.073895 0.063059 0.214832
650000 32 0.089038 0.091765 0.250352
350000 32 0.046974 0.063581 0.128503
750000 16 0.103564 0.087453 0.292680
450000 32 0.062424 0.075328 0.168318
350000 8 0.046268 0.041338 0.129709
100000 16 0.013391 0.025030 0.035953
950000 32 0.134292 0.127200 0.377139
50000 2 0.006574 0.006060 0.016460
600000 4 0.081799 0.070542 0.228819
950000 2 0.131993 0.119887 0.383603
200000 8 0.025710 0.029442 0.072157
900000 16 0.127180 0.110525 0.356393
550000 32 0.073533 0.079978 0.209783
900000 4 0.126468 0.102561 0.357270
400000 8 0.052687 0.049520 0.147718
250000 2 0.031895 0.030790 0.090100
800000 4 0.110314 0.094601 0.312425
100000 2 0.013151 0.014018 0.034166
100000 8 0.012077 0.015573 0.034775
850000 8 0.117730 0.100091 0.333995
400000 4 0.053921 0.046334 0.147612
500000 4 0.066916 0.056604 0.193475
950000 4 0.133389 0.108886 0.377536
700000 4 0.096030 0.079937 0.271345
850000 4 0.117793 0.097482 0.335793
1000000 32 0.140334 0.126172 0.398178
800000 8 0.111797 0.094015 0.313945
850000 16 0.118476 0.097861 0.336397
800000 32 0.110427 0.106143 0.311777
600000 32 0.080994 0.088976 0.234629
350000 4 0.047711 0.036592 0.136367
1000000 32 0.139910 0.124631 0.399470
300000 32 0.040067 0.058183 0.109171
500000 16 0.067291 0.061276 0.188378
550000 2 0.073995 0.067164 0.208781
750000 32 0.103823 0.098384 0.291229
850000 4 0.118092 0.097687 0.335675
150000 32 0.019193 0.049896 0.052687
100000 2 0.012655 0.012437 0.034399
150000 4 0.019072 0.017970 0.051974
50000 2 0.005793 0.006306 0.016859
100000 4 0.012246 0.012585 0.033698
900000 2 0.127090 0.109795 0.356069
300000 16 0.040176 0.045184 0.110015
100000 16 0.013087 0.021619 0.034429
900000 16 0.125879 0.112100 0.355389
400000 16 0.053920 0.059275 0.147426
450000 2 0.061718 0.057669 0.173355
300000 2 0.039816 0.035020 0.108258
850000 32 0.119764 0.110508 0.334356
300000 4 0.042887 0.033637 0.113847
1000000 8 0.140849 0.114303 0.397703
950000 8 0.135043 0.112544 0.386714
950000 2 0.133374 0.116289 0.376818
400000 4 0.052747 0.043985 0.147038
50000 8 0.006629 0.012953 0.016893
550000 8 0.073965 0.064142 0.209611
850000 8 0.118437 0.096262 0.335064
950000 4 0.134559 0.115139 0.385213
150000 8 0.018460 0.024760 0.052683
450000 4 0.060102 0.054061 0.167790
200000 4 0.026155 0.023115 0.070683
250000 8 0.032218 0.030898 0.091269
450000 16 0.060198 0.061349 0.167900
350000 2 0.045702 0.043259 0.131387
350000 8 0.046355 0.042365 0.129904
850000 16 0.118132 0.102540 0.336421
800000 16 0.111926 0.098676 0.315057
550000 16 0.074227 0.073767 0.209159
500000 4 0.067428 0.057401 0.188819
150000 2 0.018404 0.021472 0.052025
800000 4 0.110877 0.092453 0.314510
550000 4 0.074489 0.063729 0.211006
200000 32 0.026220 0.048022 0.073045
650000 32 0.089193 0.095204 0.250091
500000 8 0.066858 0.055541 0.188961
100000 8 0.013588 0.018116 0.034710
700000 4 0.097145 0.079246 0.271253
800000 2 0.111942 0.092505 0.312998
500000 2 0.067670 0.058066 0.190114
900000 32 0.126443 0.113483 0.356715
400000 32 0.052823 0.063743 0.147309
950000 16 0.132455 0.106937 0.385932
350000 32 0.045731 0.059207 0.128572
1000000 4 0.139942 0.120450 0.396585
150000 16 0.018741 0.029423 0.052594
450000 32 0.060532 0.069289 0.170040
400000 2 0.052920 0.048463 0.147117
850000 2 0.117502 0.100429 0.337141
300000 8 0.040635 0.038772 0.109496
550000 32 0.074319 0.080160 0.207712
950000 32 0.134593 0.126102 0.377861
250000 4 0.031644 0.029095 0.089998
450000 8 0.063171 0.055369 0.167805
700000 16 0.097650 0.087769 0.272407
700000 32 0.095732 0.094063 0.271581
500000 32 0.067674 0.076873 0.194359
350000 16 0.045865 0.050302 0.130509
50000 16 0.006652 0.019582 0.018034
250000 32 0.032113 0.051971 0.090817
250000 16 0.032021 0.040417 0.089579
650000 4 0.089320 0.073765 0.249922
700000 2 0.096679 0.086053 0.272096
700000 8 0.096997 0.081536 0.272965
900000 8 0.125897 0.099606 0.367131
1000000 2 0.139818 0.126374 0.397518
1000000 16 0.139407 0.123835 0.397779
800000 8 0.111478 0.094859 0.311635
750000 2 0.104822 0.090693 0.291543
750000 16 0.103515 0.095480 0.300131
600000 16 0.081104 0.079724 0.234808
200000 8 0.025889 0.026295 0.070694
50000 4 0.005645 0.008349 0.016691
200000 2 0.026255 0.024583 0.071909
600000 8 0.081510 0.071233 0.235201
50000 32 0.005639 0.034562 0.016442
750000 4 0.103266 0.088282 0.291638
750000 8 0.104423 0.082950 0.292117
200000 16 0.025000 0.031681 0.071574
650000 8 0.088017 0.073728 0.249796
100000 32 0.012834 0.043928 0.034668
400000 8 0.054293 0.048176 0.150394
250000 2 0.031627 0.026854 0.090047
600000 2 0.081368 0.072075 0.230540
650000 16 0.087904 0.079340 0.251034
900000 4 0.126803 0.104714 0.356120
600000 4 0.082012 0.070038 0.229152
650000 2 0.088576 0.081729 0.250977
50000 4 0.007921 0.007418 0.016346
950000 32 0.133866 0.124834 0.378453
500000 32 0.068338 0.079626 0.187897
400000 16 0.054075 0.053381 0.147327
850000 2 0.117858 0.103023 0.336019
600000 32 0.080922 0.086022 0.230496
850000 32 0.118073 0.116460 0.344443
300000 32 0.040249 0.052966 0.109202
350000 16 0.047101 0.048610 0.128388
350000 2 0.045650 0.041624 0.129730
650000 32 0.090391 0.095772 0.250613
850000 4 0.117986 0.096866 0.335959
450000 16 0.062523 0.057947 0.170762
950000 16 0.132339 0.116728 0.377450
600000 16 0.080708 0.078786 0.235128
250000 8 0.032835 0.031346 0.090234
950000 4 0.134021 0.114870 0.378845
900000 16 0.125297 0.106880 0.355667
700000 32 0.096085 0.101357 0.276083
550000 8 0.074499 0.064906 0.221238
400000 4 0.053133 0.047221 0.147438
600000 8 0.082199 0.071110 0.229203
750000 16 0.103010 0.091136 0.291169
700000 4 0.097254 0.076287 0.272779
950000 2 0.132019 0.120478 0.376890
800000 16 0.110081 0.096339 0.312111
300000 16 0.040764 0.040931 0.113329
100000 2 0.014675 0.012463 0.033244
250000 4 0.032585 0.028720 0.093733
800000 4 0.111046 0.095914 0.313179
900000 8 0.125729 0.105608 0.355201
100000 16 0.013109 0.024495 0.035114
1000000 32 0.139257 0.136877 0.398645
700000 16 0.097316 0.085265 0.280066
850000 8 0.118558 0.097178 0.335483
700000 8 0.097130 0.081751 0.282438
400000 32 0.053232 0.067841 0.148145
200000 16 0.025812 0.033596 0.070071
600000 2 0.082756 0.071899 0.229856
650000 4 0.088444 0.071803 0.251395
50000 32 0.006282 0.052456 0.016218
200000 32 0.026481 0.060078 0.072059
150000 2 0.018460 0.022166 0.051308
250000 16 0.031622 0.039256 0.089963
350000 4 0.045817 0.038377 0.129412
50000 8 0.006044 0.011099 0.016451
750000 4 0.105050 0.087064 0.289707
450000 4 0.060952 0.053914 0.167498
400000 2 0.053676 0.053625 0.149731
100000 32 0.012915 0.047937 0.036408
800000 2 0.110738 0.097384 0.309829
400000 8 0.053232 0.047871 0.147077
750000 8 0.103333 0.085727 0.289879
550000 2 0.074080 0.067072 0.208636
200000 4 0.025945 0.022968 0.073032
1000000 2 0.140644 0.113257 0.397093
1000000 8 0.139768 0.115521 0.405771
350000 32 0.046274 0.070689 0.132121
650000 16 0.089777 0.077453 0.249674
200000 2 0.025362 0.026141 0.070806
150000 4 0.018502 0.019154 0.051536
450000 32 0.061618 0.077198 0.166937
550000 4 0.074376 0.062897 0.207691
600000 4 0.081744 0.070963 0.227941
100000 4 0.012771 0.012257 0.033339
500000 4 0.067570 0.057415 0.187933
850000 16 0.117820 0.104977 0.333546
150000 32 0.019585 0.052399 0.051936
300000 2 0.038721 0.033740 0.110874
300000 8 0.039055 0.036249 0.108953
50000 16 0.006140 0.026223 0.015908
1000000 16 0.139546 0.119838 0.395333
1000000 4 0.139831 0.116765 0.410122
950000 8 0.135029 0.117105 0.375245
450000 8 0.061016 0.054089 0.171779
450000 2 0.061673 0.053994 0.167215
200000 8 0.025399 0.027099 0.071352
750000 2 0.104867 0.091802 0.290581
250000 2 0.032300 0.028222 0.090287
900000 2 0.126521 0.108954 0.353796
300000 4 0.038783 0.035222 0.108404
